"","State","Year","Total_Energy","NonRenewable_Energy","Perc_NonRenewable_Energy","Renewable_Energy","Perc_Renewable_Energy"
"1774","NC","2005",2661860,2549720,96,112140,4
"1775","NC","2006",2619752,2504280,96,115472,4
"1776","NC","2007",2661571,2562659,96,98912,4
"1777","NC","2008",2671034,2522720,94,148314,6
"1778","NC","2009",2513686,2365947,94,147739,6
"1779","NC","2010",2716889,2556760,94,160129,6
"1780","NC","2011",2588774,2422964,94,165810,6
"1781","NC","2012",2499341,2334569,93,164772,7
"1782","NC","2013",2503234,2317353,93,185881,7
"1783","NC","2014",2557339,2380049,93,177290,7
"1784","NC","2015",2548314,2376506,93,171808,7
"1785","NC","2016",2561023,2383519,93,177504,7
"1786","NC","2017",2507091,2321600,93,185491,7
"1787","NC","2018",2595129,2399162,92,195967,8
"1788","NC","2019",2566245,2367686,92,198559,8
"1789","NC","2020",2363742,2161018,91,202724,9
"1790","NC","2021",2519796,2322823,92,196973,8
"1791","NC","2022",2578739,2380574,92,198165,8
"1792","NC","2023",2472784,2285980,92,186804,8
"1793","ND","1960",157619,153529,97,4090,3
"1794","ND","1961",152928,147690,97,5238,3
"1795","ND","1962",162869,158054,97,4815,3
"1796","ND","1963",168646,163217,97,5429,3
"1797","ND","1964",169931,163156,96,6775,4
"1798","ND","1965",167116,158262,95,8854,5
"1799","ND","1966",178017,171103,96,6914,4
"1800","ND","1967",181987,172183,95,9804,5
"1801","ND","1968",188870,179991,95,8879,5
"1802","ND","1969",189103,178707,95,10396,5
"1803","ND","1970",187555,177566,95,9989,5
"1804","ND","1971",191459,180035,94,11424,6
"1805","ND","1972",199729,188784,95,10945,5
"1806","ND","1973",198105,189591,96,8514,4
"1807","ND","1974",199613,189879,95,9734,5
"1808","ND","1975",201994,190126,94,11868,6
"1809","ND","1976",206149,194513,94,11636,6
"1810","ND","1977",206944,199613,96,7331,4
"1811","ND","1978",225184,214306,95,10878,5
"1812","ND","1979",233000,223104,96,9896,4
"1813","ND","1980",217515,206492,95,11023,5
"1814","ND","1981",231283,221155,96,10128,4
"1815","ND","1982",228322,216444,95,11878,5
"1816","ND","1983",224044,212542,95,11502,5
"1817","ND","1984",252723,240502,95,12221,5
"1818","ND","1985",294248,282306,96,11942,4
"1819","ND","1986",297764,285109,96,12655,4
"1820","ND","1987",298035,286872,96,11163,4
"1821","ND","1988",302110,291271,96,10839,4
"1822","ND","1989",313743,302820,97,10923,3
"1823","ND","1990",309734,300541,97,9193,3
"1824","ND","1991",319574,309802,97,9772,3
"1825","ND","1992",326186,316570,97,9616,3
"1826","ND","1993",329622,321123,97,8499,3
"1827","ND","1994",338628,327953,97,10675,3
"1828","ND","1995",345525,332569,96,12956,4
"1829","ND","1996",347336,333064,96,14272,4
"1830","ND","1997",353277,338191,96,15086,4
"1831","ND","1998",343412,331665,97,11747,3
"1832","ND","1999",370208,357302,97,12906,3
"1833","ND","2000",377163,365422,97,11741,3
"1834","ND","2001",404329,394055,97,10274,3
"1835","ND","2002",397570,386597,97,10973,3
"1836","ND","2003",396611,384389,97,12222,3
"1837","ND","2004",400176,387695,97,12481,3
"1838","ND","2005",405595,393142,97,12453,3
"1839","ND","2006",411170,397968,97,13202,3
"1840","ND","2007",432847,413364,95,19483,5
"1841","ND","2008",436772,412591,94,24181,6
"1842","ND","2009",424254,388755,92,35499,8
"1843","ND","2010",459000,414226,90,44774,10
"1844","ND","2011",505928,453481,90,52447,10
"1845","ND","2012",529650,478464,90,51186,10
"1846","ND","2013",570946,519625,91,51321,9
"1847","ND","2014",613985,557774,91,56211,9
"1848","ND","2015",583751,525505,90,58246,10
"1849","ND","2016",555107,488739,88,66368,12
"1850","ND","2017",595110,510722,86,84388,14
"1851","ND","2018",624149,540800,87,83349,13
"1852","ND","2019",641160,556218,87,84942,13
"1853","ND","2020",619246,529528,86,89718,14
"1854","ND","2021",653347,560694,86,92653,14
"1855","ND","2022",675385,579361,86,96024,14
"1856","ND","2023",703926,611772,87,92154,13
"1857","NE","1960",301500,295121,98,6379,2
"1858","NE","1961",308179,302065,98,6114,2
"1859","NE","1962",319984,313981,98,6003,2
"1860","NE","1963",327610,321578,98,6032,2
"1861","NE","1964",339293,333561,98,5732,2
"1862","NE","1965",339976,334268,98,5708,2
"1863","NE","1966",381090,375276,98,5814,2
"1864","NE","1967",376563,370850,98,5713,2
"1865","NE","1968",413164,407212,99,5952,1
"1866","NE","1969",443915,438089,99,5826,1
"1867","NE","1970",475135,468891,99,6244,1
"1868","NE","1971",482962,476722,99,6240,1
"1869","NE","1972",497611,490347,99,7264,1
"1870","NE","1973",510150,502804,99,7346,1
"1871","NE","1974",504806,497739,99,7067,1
"1872","NE","1975",511589,504675,99,6914,1
"1873","NE","1976",541770,534277,99,7493,1
"1874","NE","1977",546830,539267,99,7563,1
"1875","NE","1978",543846,536001,99,7845,1
"1876","NE","1979",532397,524213,98,8184,2
"1877","NE","1980",494171,483711,98,10460,2
"1878","NE","1981",465352,455666,98,9686,2
"1879","NE","1982",477177,465974,98,11203,2
"1880","NE","1983",486000,474049,98,11951,2
"1881","NE","1984",490603,477199,97,13404,3
"1882","NE","1985",486078,471581,97,14497,3
"1883","NE","1986",468296,453455,97,14841,3
"1884","NE","1987",483697,469849,97,13848,3
"1885","NE","1988",524318,510687,97,13631,3
"1886","NE","1989",520576,506641,97,13935,3
"1887","NE","1990",526493,514758,98,11735,2
"1888","NE","1991",536262,524164,98,12098,2
"1889","NE","1992",525031,511344,97,13687,3
"1890","NE","1993",553948,539999,97,13949,3
"1891","NE","1994",576203,560542,97,15661,3
"1892","NE","1995",604571,581029,96,23542,4
"1893","NE","1996",634831,607506,96,27325,4
"1894","NE","1997",648029,617471,95,30558,5
"1895","NE","1998",664539,633292,95,31247,5
"1896","NE","1999",654753,621856,95,32897,5
"1897","NE","2000",658506,625008,95,33498,5
"1898","NE","2001",657462,621852,95,35610,5
"1899","NE","2002",669254,632511,95,36743,5
"1900","NE","2003",679281,640567,94,38714,6
"1901","NE","2004",691976,646131,93,45845,7
"1902","NE","2005",698718,653427,94,45291,6
"1903","NE","2006",714178,666562,93,47616,7
"1904","NE","2007",754246,693855,92,60391,8
"1905","NE","2008",792458,711412,90,81046,10
"1906","NE","2009",773922,692302,89,81620,11
"1907","NE","2010",858000,735447,86,122553,14
"1908","NE","2011",848376,721099,85,127277,15
"1909","NE","2012",837542,720565,86,116977,14
"1910","NE","2013",856122,736161,86,119961,14
"1911","NE","2014",859049,727340,85,131709,15
"1912","NE","2015",835564,699939,84,135625,16
"1913","NE","2016",846564,705451,83,141113,17
"1914","NE","2017",838416,689682,82,148734,18
"1915","NE","2018",873966,723216,83,150750,17
"1916","NE","2019",866742,710007,82,156735,18
"1917","NE","2020",813101,667627,82,145474,18
"1918","NE","2021",843971,685696,81,158275,19
"1919","NE","2022",848127,679745,80,168382,20
"1920","NE","2023",840136,675634,80,164502,20
"1921","NH","1960",107928,92388,86,15540,14
"1922","NH","1961",115890,101170,87,14720,13
"1923","NH","1962",123905,108489,88,15416,12
"1924","NH","1963",129305,113971,88,15334,12
"1925","NH","1964",128888,113303,88,15585,12
"1926","NH","1965",126838,112231,88,14607,12
"1927","NH","1966",140294,124544,89,15750,11
"1928","NH","1967",144456,128808,89,15648,11
"1929","NH","1968",154293,137554,89,16739,11
"1930","NH","1969",170493,152803,90,17690,10
"1931","NH","1970",180712,164168,91,16544,9
"1932","NH","1971",194757,177749,91,17008,9
"1933","NH","1972",205749,188464,92,17285,8
"1934","NH","1973",209977,190561,91,19416,9
"1935","NH","1974",199251,180856,91,18395,9
"1936","NH","1975",194707,177600,91,17107,9
"1937","NH","1976",219987,199485,91,20502,9
"1938","NH","1977",224652,203242,90,21410,10
"1939","NH","1978",226432,203287,90,23145,10
"1940","NH","1979",203952,178813,88,25139,12
"1941","NH","1980",201554,176335,87,25219,13
"1942","NH","1981",193876,167384,86,26492,14
"1943","NH","1982",193836,168877,87,24959,13
"1944","NH","1983",196403,167812,85,28591,15
"1945","NH","1984",216320,190139,88,26181,12
"1946","NH","1985",225858,200005,89,25853,11
"1947","NH","1986",244164,214282,88,29882,12
"1948","NH","1987",265948,238330,90,27618,10
"1949","NH","1988",266934,238146,89,28788,11
"1950","NH","1989",264689,233535,88,31154,12
"1951","NH","1990",256611,222936,87,33675,13
"1952","NH","1991",246331,216572,88,29759,12
"1953","NH","1992",255293,222740,87,32553,13
"1954","NH","1993",255507,222788,87,32719,13
"1955","NH","1994",257447,227180,88,30267,12
"1956","NH","1995",261569,231541,89,30028,11
"1957","NH","1996",271947,237610,87,34337,13
"1958","NH","1997",272487,241234,89,31253,11
"1959","NH","1998",275386,245635,89,29751,11
"1960","NH","1999",286067,256777,90,29290,10
"1961","NH","2000",302941,274010,90,28931,10
"1962","NH","2001",301533,278201,92,23332,8
"1963","NH","2002",310926,289740,93,21186,7
"1964","NH","2003",320333,299417,93,20916,7
"1965","NH","2004",327923,301683,92,26240,8
"1966","NH","2005",320450,289803,90,30647,10
"1967","NH","2006",302739,276632,91,26107,9
"1968","NH","2007",305098,274806,90,30292,10
"1969","NH","2008",296396,263314,89,33082,11
"1970","NH","2009",292087,253209,87,38878,13
"1971","NH","2010",294182,252807,86,41375,14
"1972","NH","2011",291327,249737,86,41590,14
"1973","NH","2012",282660,241178,85,41482,15
"1974","NH","2013",299764,251963,84,47801,16
"1975","NH","2014",307962,257402,84,50560,16
"1976","NH","2015",310768,253650,82,57118,18
"1977","NH","2016",301534,248777,83,52757,17
"1978","NH","2017",310340,255440,82,54900,18
"1979","NH","2018",318213,266587,84,51626,16
"1980","NH","2019",312436,261451,84,50985,16
"1981","NH","2020",285472,247678,87,37794,13
"1982","NH","2021",292720,254241,87,38479,13
"1983","NH","2022",297703,257840,87,39863,13
"1984","NH","2023",294907,255919,87,38988,13
"1985","NJ","1960",1274609,1254422,98,20187,2
"1986","NJ","1961",1332548,1311934,98,20614,2
"1987","NJ","1962",1428980,1407942,99,21038,1
"1988","NJ","1963",1470211,1446926,98,23285,2
"1989","NJ","1964",1505162,1481352,98,23810,2
"1990","NJ","1965",1532604,1508692,98,23912,2
"1991","NJ","1966",1630216,1605725,98,24491,2
"1992","NJ","1967",1725549,1700438,99,25111,1
"1993","NJ","1968",1798696,1771629,98,27067,2
"1994","NJ","1969",1848209,1820191,98,28018,2
"1995","NJ","1970",1929599,1900839,99,28760,1
"1996","NJ","1971",1919350,1890546,98,28804,2
"1997","NJ","1972",2029139,1998072,98,31067,2
"1998","NJ","1973",2071090,2038479,98,32611,2
"1999","NJ","1974",1926195,1891116,98,35079,2
"2000","NJ","1975",1831450,1798596,98,32854,2
"2001","NJ","1976",2021898,1985098,98,36800,2
"2002","NJ","1977",1968184,1928500,98,39684,2
"2003","NJ","1978",1973434,1930567,98,42867,2
"2004","NJ","1979",1986355,1941287,98,45068,2
"2005","NJ","1980",1995676,1945322,97,50354,3
"2006","NJ","1981",1982663,1926612,97,56051,3
"2007","NJ","1982",2013148,1962373,97,50775,3
"2008","NJ","1983",2030471,1968545,97,61926,3
"2009","NJ","1984",2131621,2081075,98,50546,2
"2010","NJ","1985",2089931,2038531,98,51400,2
"2011","NJ","1986",2150686,2107139,98,43547,2
"2012","NJ","1987",2232310,2191552,98,40758,2
"2013","NJ","1988",2255080,2211713,98,43367,2
"2014","NJ","1989",2306618,2270051,98,36567,2
"2015","NJ","1990",2249404,2223508,99,25896,1
"2016","NJ","1991",2277391,2241580,98,35811,2
"2017","NJ","1992",2362094,2323660,98,38434,2
"2018","NJ","1993",2372788,2335853,98,36935,2
"2019","NJ","1994",2482511,2440865,98,41646,2
"2020","NJ","1995",2474928,2430788,98,44140,2
"2021","NJ","1996",2456095,2414164,98,41931,2
"2022","NJ","1997",2472747,2432638,98,40109,2
"2023","NJ","1998",2451070,2411657,98,39413,2
"2024","NJ","1999",2561343,2520987,98,40356,2
"2025","NJ","2000",2477618,2436702,98,40916,2
"2026","NJ","2001",2452615,2422719,99,29896,1
"2027","NJ","2002",2479729,2451091,99,28638,1
"2028","NJ","2003",2507742,2481291,99,26451,1
"2029","NJ","2004",2551491,2524226,99,27265,1
"2030","NJ","2005",2647662,2618575,99,29087,1
"2031","NJ","2006",2531346,2483654,98,47692,2
"2032","NJ","2007",2655233,2602260,98,52973,2
"2033","NJ","2008",2581953,2531658,98,50295,2
"2034","NJ","2009",2360786,2295276,97,65510,3
"2035","NJ","2010",2277813,2205487,97,72326,3
"2036","NJ","2011",2261325,2189295,97,72030,3
"2037","NJ","2012",2154878,2083940,97,70938,3
"2038","NJ","2013",2198547,2120674,96,77873,4
"2039","NJ","2014",2212385,2131647,96,80738,4
"2040","NJ","2015",2166983,2096705,97,70278,3
"2041","NJ","2016",2125088,2051320,97,73768,3
"2042","NJ","2017",2071086,2001769,97,69317,3
"2043","NJ","2018",2171789,2102587,97,69202,3
"2044","NJ","2019",2074884,2006965,97,67919,3
"2045","NJ","2020",1862114,1795323,96,66791,4
"2046","NJ","2021",1965465,1895426,96,70039,4
"2047","NJ","2022",2024328,1951141,96,73187,4
"2048","NJ","2023",1982296,1907888,96,74408,4
"2049","NM","1960",323169,316305,98,6864,2
"2050","NM","1961",334528,327968,98,6560,2
"2051","NM","1962",369973,363637,98,6336,2
"2052","NM","1963",364506,358345,98,6161,2
"2053","NM","1964",359398,353165,98,6233,2
"2054","NM","1965",347785,342012,98,5773,2
"2055","NM","1966",370504,364769,98,5735,2
"2056","NM","1967",401452,396020,99,5432,1
"2057","NM","1968",430120,424714,99,5406,1
"2058","NM","1969",422128,416896,99,5232,1
"2059","NM","1970",451606,446524,99,5082,1
"2060","NM","1971",461632,456860,99,4772,1
"2061","NM","1972",493785,489180,99,4605,1
"2062","NM","1973",469880,465437,99,4443,1
"2063","NM","1974",467620,463217,99,4403,1
"2064","NM","1975",451285,445726,99,5559,1
"2065","NM","1976",501068,494817,99,6251,1
"2066","NM","1977",467093,459962,98,7131,2
"2067","NM","1978",467297,459517,98,7780,2
"2068","NM","1979",472433,462982,98,9451,2
"2069","NM","1980",472378,466812,99,5566,1
"2070","NM","1981",464979,457867,98,7112,2
"2071","NM","1982",455822,448340,98,7482,2
"2072","NM","1983",462862,454292,98,8570,2
"2073","NM","1984",463457,454190,98,9267,2
"2074","NM","1985",455983,446362,98,9621,2
"2075","NM","1986",444217,434261,98,9956,2
"2076","NM","1987",476333,468891,98,7442,2
"2077","NM","1988",502383,494483,98,7900,2
"2078","NM","1989",524849,516562,98,8287,2
"2079","NM","1990",596714,589432,99,7282,1
"2080","NM","1991",589783,582105,99,7678,1
"2081","NM","1992",586608,579067,99,7541,1
"2082","NM","1993",601669,594857,99,6812,1
"2083","NM","1994",590170,583484,99,6686,1
"2084","NM","1995",581611,573645,99,7966,1
"2085","NM","1996",604479,597350,99,7129,1
"2086","NM","1997",643472,635470,99,8002,1
"2087","NM","1998",635425,626986,99,8439,1
"2088","NM","1999",639172,630600,99,8572,1
"2089","NM","2000",661807,652698,99,9109,1
"2090","NM","2001",660774,654500,99,6274,1
"2091","NM","2002",658663,652255,99,6408,1
"2092","NM","2003",659610,653233,99,6377,1
"2093","NM","2004",682293,674873,99,7420,1
"2094","NM","2005",681623,664303,97,17320,3
"2095","NM","2006",686722,667653,97,19069,3
"2096","NM","2007",708988,687542,97,21446,3
"2097","NM","2008",669937,645679,96,24258,4
"2098","NM","2009",637573,615696,97,21877,3
"2099","NM","2010",644615,617676,96,26939,4
"2100","NM","2011",661374,633072,96,28302,4
"2101","NM","2012",657153,629085,96,28068,4
"2102","NM","2013",660840,631312,96,29528,4
"2103","NM","2014",667442,637734,96,29708,4
"2104","NM","2015",667386,635972,95,31414,5
"2105","NM","2016",652846,615468,94,37378,6
"2106","NM","2017",657837,615898,94,41939,6
"2107","NM","2018",667998,617646,92,50352,8
"2108","NM","2019",702099,645462,92,56637,8
"2109","NM","2020",655082,605259,92,49823,8
"2110","NM","2021",680597,618387,91,62210,9
"2111","NM","2022",683757,606471,89,77286,11
"2112","NM","2023",680489,600211,88,80278,12
"2113","NV","1960",87617,79960,91,7657,9
"2114","NV","1961",100725,93832,93,6893,7
"2115","NV","1962",108573,100933,93,7640,7
"2116","NV","1963",118670,111621,94,7049,6
"2117","NV","1964",128628,122183,95,6445,5
"2118","NV","1965",125061,118744,95,6317,5
"2119","NV","1966",139218,132197,95,7021,5
"2120","NV","1967",144122,137299,95,6823,5
"2121","NV","1968",157238,150321,96,6917,4
"2122","NV","1969",169732,162929,96,6803,4
"2123","NV","1970",182916,176249,96,6667,4
"2124","NV","1971",193870,187076,96,6794,4
"2125","NV","1972",209569,203184,97,6385,3
"2126","NV","1973",225133,218422,97,6711,3
"2127","NV","1974",224082,217570,97,6512,3
"2128","NV","1975",228785,221776,97,7009,3
"2129","NV","1976",241868,235232,97,6636,3
"2130","NV","1977",250217,243192,97,7025,3
"2131","NV","1978",273496,266093,97,7403,3
"2132","NV","1979",286643,278753,97,7890,3
"2133","NV","1980",281546,270691,96,10855,4
"2134","NV","1981",277180,267553,97,9627,3
"2135","NV","1982",278926,270212,97,8714,3
"2136","NV","1983",288937,270840,94,18097,6
"2137","NV","1984",289442,265834,92,23608,8
"2138","NV","1985",292696,273270,93,19426,7
"2139","NV","1986",292872,272881,93,19991,7
"2140","NV","1987",321094,309796,96,11298,4
"2141","NV","1988",344745,334801,97,9944,3
"2142","NV","1989",377634,365181,97,12453,3
"2143","NV","1990",394592,381973,97,12619,3
"2144","NV","1991",402012,386109,96,15903,4
"2145","NV","1992",417828,402267,96,15561,4
"2146","NV","1993",439144,421994,96,17150,4
"2147","NV","1994",478446,462632,97,15814,3
"2148","NV","1995",491511,474254,96,17257,4
"2149","NV","1996",535413,518075,97,17338,3
"2150","NV","1997",537352,517526,96,19826,4
"2151","NV","1998",554912,532496,96,22416,4
"2152","NV","1999",578338,556068,96,22270,4
"2153","NV","2000",603315,581995,96,21320,4
"2154","NV","2001",609458,589168,97,20290,3
"2155","NV","2002",603491,583975,97,19516,3
"2156","NV","2003",633191,614997,97,18194,3
"2157","NV","2004",667681,648940,97,18741,3
"2158","NV","2005",687650,669049,97,18601,3
"2159","NV","2006",719850,700127,97,19723,3
"2160","NV","2007",709143,688637,97,20506,3
"2161","NV","2008",674324,651294,97,23030,3
"2162","NV","2009",624799,597944,96,26855,4
"2163","NV","2010",669780,641841,96,27939,4
"2164","NV","2011",656117,627907,96,28210,4
"2165","NV","2012",650980,620555,95,30425,5
"2166","NV","2013",665141,630575,95,34566,5
"2167","NV","2014",667599,631992,95,35607,5
"2168","NV","2015",654144,613383,94,40761,6
"2169","NV","2016",676850,630559,93,46291,7
"2170","NV","2017",699273,648899,93,50374,7
"2171","NV","2018",714668,660323,92,54345,8
"2172","NV","2019",715008,656742,92,58266,8
"2173","NV","2020",643507,585980,91,57527,9
"2174","NV","2021",687606,623959,91,63647,9
"2175","NV","2022",706539,633805,90,72734,10
"2176","NV","2023",689433,614555,89,74878,11
"2177","NY","1960",2914062,2813560,97,100502,3
"2178","NY","1961",3016727,2897320,96,119407,4
"2179","NY","1962",3150784,3022151,96,128633,4
"2180","NY","1963",3221952,3098747,96,123205,4
"2181","NY","1964",3294366,3175298,96,119068,4
"2182","NY","1965",3568359,3443453,96,124906,4
"2183","NY","1966",3772403,3638375,96,134028,4
"2184","NY","1967",3849083,3711981,96,137102,4
"2185","NY","1968",3949912,3804409,96,145503,4
"2186","NY","1969",4086229,3933884,96,152345,4
"2187","NY","1970",4190449,4042368,96,148081,4
"2188","NY","1971",4133363,3986443,96,146920,4
"2189","NY","1972",4155515,4001169,96,154346,4
"2190","NY","1973",4305711,4145901,96,159810,4
"2191","NY","1974",4005848,3845414,96,160434,4
"2192","NY","1975",3807220,3650411,96,156809,4
"2193","NY","1976",4116948,3949238,96,167710,4
"2194","NY","1977",4111550,3949727,96,161823,4
"2195","NY","1978",4093007,3919330,96,173677,4
"2196","NY","1979",3871143,3686605,95,184538,5
"2197","NY","1980",3762828,3542842,94,219986,6
"2198","NY","1981",3577832,3346237,94,231595,6
"2199","NY","1982",3415363,3197933,94,217430,6
"2200","NY","1983",3229532,2981259,92,248273,8
"2201","NY","1984",3288883,3067804,93,221079,7
"2202","NY","1985",3407622,3183356,93,224266,7
"2203","NY","1986",3450061,3229928,94,220133,6
"2204","NY","1987",3568406,3363014,94,205392,6
"2205","NY","1988",3668613,3469797,95,198816,5
"2206","NY","1989",3672818,3468025,94,204793,6
"2207","NY","1990",3568067,3374160,95,193907,5
"2208","NY","1991",3508914,3320727,95,188187,5
"2209","NY","1992",3588577,3387911,94,200666,6
"2210","NY","1993",3604951,3386446,94,218505,6
"2211","NY","1994",3557921,3339856,94,218065,6
"2212","NY","1995",3609870,3395701,94,214169,6
"2213","NY","1996",3735534,3494919,94,240615,6
"2214","NY","1997",3799956,3515204,93,284752,7
"2215","NY","1998",3738533,3477279,93,261254,7
"2216","NY","1999",3887014,3635371,94,251643,6
"2217","NY","2000",3966053,3704746,93,261307,7
"2218","NY","2001",3859806,3668587,95,191219,5
"2219","NY","2002",3854372,3659959,95,194413,5
"2220","NY","2003",3992726,3796634,95,196092,5
"2221","NY","2004",4094407,3870322,95,224085,5
"2222","NY","2005",3977272,3773946,95,203326,5
"2223","NY","2006",3687714,3469461,94,218253,6
"2224","NY","2007",3785871,3563781,94,222090,6
"2225","NY","2008",3691737,3444522,93,247215,7
"2226","NY","2009",3503947,3285350,94,218597,6
"2227","NY","2010",3690774,3464371,94,226403,6
"2228","NY","2011",3557476,3316959,93,240517,7
"2229","NY","2012",3412306,3186112,93,226194,7
"2230","NY","2013",3543324,3300886,93,242438,7
"2231","NY","2014",3651925,3399780,93,252145,7
"2232","NY","2015",3655768,3388806,93,266962,7
"2233","NY","2016",3578728,3309006,92,269722,8
"2234","NY","2017",3559511,3275542,92,283969,8
"2235","NY","2018",3733207,3443915,92,289292,8
"2236","NY","2019",3630879,3338883,92,291996,8
"2237","NY","2020",3141560,2880761,92,260799,8
"2238","NY","2021",3344919,3080942,92,263977,8
"2239","NY","2022",3455050,3185166,92,269884,8
"2240","NY","2023",3436991,3164024,92,272967,8
"2241","OH","1960",2904700,2867878,99,36822,1
"2242","OH","1961",2809331,2773067,99,36264,1
"2243","OH","1962",2941625,2904764,99,36861,1
"2244","OH","1963",3023875,2985762,99,38113,1
"2245","OH","1964",3123375,3085433,99,37942,1
"2246","OH","1965",3273340,3234695,99,38645,1
"2247","OH","1966",3449182,3407718,99,41464,1
"2248","OH","1967",3441912,3402314,99,39598,1
"2249","OH","1968",3609850,3566444,99,43406,1
"2250","OH","1969",3745443,3701036,99,44407,1
"2251","OH","1970",3824828,3780731,99,44097,1
"2252","OH","1971",3756896,3713439,99,43457,1
"2253","OH","1972",4008084,3963206,99,44878,1
"2254","OH","1973",4098228,4051679,99,46549,1
"2255","OH","1974",4064582,4016243,99,48339,1
"2256","OH","1975",3853767,3807520,99,46247,1
"2257","OH","1976",4087540,4034754,99,52786,1
"2258","OH","1977",4101157,4042616,99,58541,1
"2259","OH","1978",4159091,4089492,98,69599,2
"2260","OH","1979",4146177,4071551,98,74626,2
"2261","OH","1980",3845609,3738277,97,107332,3
"2262","OH","1981",3749271,3636287,97,112984,3
"2263","OH","1982",3399416,3285143,97,114273,3
"2264","OH","1983",3324778,3193620,96,131158,4
"2265","OH","1984",3523339,3396068,96,127271,4
"2266","OH","1985",3512900,3382799,96,130101,4
"2267","OH","1986",3480380,3361778,97,118602,3
"2268","OH","1987",3611227,3487411,97,123816,3
"2269","OH","1988",3760180,3629977,97,130203,3
"2270","OH","1989",3846114,3734922,97,111192,3
"2271","OH","1990",3807991,3729302,98,78689,2
"2272","OH","1991",3806874,3722657,98,84217,2
"2273","OH","1992",3853846,3771491,98,82355,2
"2274","OH","1993",3904883,3840195,98,64688,2
"2275","OH","1994",4011173,3918245,98,92928,2
"2276","OH","1995",4091597,4005381,98,86216,2
"2277","OH","1996",4164743,4081500,98,83243,2
"2278","OH","1997",4145594,4062111,98,83483,2
"2279","OH","1998",4065311,3982117,98,83194,2
"2280","OH","1999",4218414,4127743,98,90671,2
"2281","OH","2000",4259607,4164640,98,94967,2
"2282","OH","2001",3999662,3934823,98,64839,2
"2283","OH","2002",3939151,3887337,99,51814,1
"2284","OH","2003",4007179,3946979,98,60200,2
"2285","OH","2004",4039591,3977637,98,61954,2
"2286","OH","2005",4069541,3999379,98,70162,2
"2287","OH","2006",3911618,3838821,98,72797,2
"2288","OH","2007",4037709,3956553,98,81156,2
"2289","OH","2008",3987333,3873971,97,113362,3
"2290","OH","2009",3651766,3540894,97,110872,3
"2291","OH","2010",3774055,3648047,97,126008,3
"2292","OH","2011",3728725,3595460,96,133265,4
"2293","OH","2012",3580052,3446427,96,133625,4
"2294","OH","2013",3657072,3508683,96,148389,4
"2295","OH","2014",3761488,3609652,96,151836,4
"2296","OH","2015",3659083,3512482,96,146601,4
"2297","OH","2016",3610452,3462558,96,147894,4
"2298","OH","2017",3556367,3411841,96,144526,4
"2299","OH","2018",3697336,3551624,96,145712,4
"2300","OH","2019",3578240,3432733,96,145507,4
"2301","OH","2020",3350439,3210705,96,139734,4
"2302","OH","2021",3491975,3345117,96,146858,4
"2303","OH","2022",3515032,3359750,96,155282,4
"2304","OH","2023",3381273,3228190,95,153083,5
"2305","OK","1960",570253,557664,98,12589,2
"2306","OK","1961",571668,558731,98,12937,2
"2307","OK","1962",679452,668017,98,11435,2
"2308","OK","1963",755827,746535,99,9292,1
"2309","OK","1964",789094,779880,99,9214,1
"2310","OK","1965",759172,748750,99,10422,1
"2311","OK","1966",729559,720082,99,9477,1
"2312","OK","1967",746296,736787,99,9509,1
"2313","OK","1968",826054,813310,98,12744,2
"2314","OK","1969",866037,852364,98,13673,2
"2315","OK","1970",918230,906455,99,11775,1
"2316","OK","1971",942838,931287,99,11551,1
"2317","OK","1972",994638,977997,98,16641,2
"2318","OK","1973",999851,975335,98,24516,2
"2319","OK","1974",1035404,1011812,98,23592,2
"2320","OK","1975",1041759,1019713,98,22046,2
"2321","OK","1976",1136324,1117748,98,18576,2
"2322","OK","1977",1203198,1182741,98,20457,2
"2323","OK","1978",1238677,1213513,98,25164,2
"2324","OK","1979",1294922,1264239,98,30683,2
"2325","OK","1980",1184801,1169116,99,15685,1
"2326","OK","1981",1218882,1202899,99,15983,1
"2327","OK","1982",1280027,1257307,98,22720,2
"2328","OK","1983",1275509,1253429,98,22080,2
"2329","OK","1984",1286192,1262742,98,23450,2
"2330","OK","1985",1265482,1236316,98,29166,2
"2331","OK","1986",1171141,1146515,98,24626,2
"2332","OK","1987",1229995,1204656,98,25339,2
"2333","OK","1988",1267959,1244977,98,22982,2
"2334","OK","1989",1296947,1263393,97,33554,3
"2335","OK","1990",1373988,1343161,98,30827,2
"2336","OK","1991",1309387,1281672,98,27715,2
"2337","OK","1992",1318460,1287632,98,30828,2
"2338","OK","1993",1371540,1333636,97,37904,3
"2339","OK","1994",1386250,1353486,98,32764,2
"2340","OK","1995",1359274,1325165,97,34109,3
"2341","OK","1996",1424141,1387417,97,36724,3
"2342","OK","1997",1425632,1390316,98,35316,2
"2343","OK","1998",1426637,1389852,97,36785,3
"2344","OK","1999",1411593,1377913,98,33680,2
"2345","OK","2000",1471342,1439411,98,31931,2
"2346","OK","2001",1492091,1459896,98,32195,2
"2347","OK","2002",1446109,1418582,98,27527,2
"2348","OK","2003",1477033,1447475,98,29558,2
"2349","OK","2004",1455534,1416831,97,38703,3
"2350","OK","2005",1507364,1465055,97,42309,3
"2351","OK","2006",1553651,1514097,97,39554,3
"2352","OK","2007",1546213,1495548,97,50665,3
"2353","OK","2008",1550694,1502597,97,48097,3
"2354","OK","2009",1460984,1408197,96,52787,4
