"","State","Year","Total_Energy","NonRenewable_Energy","Perc_NonRenewable_Energy","Renewable_Energy","Perc_Renewable_Energy"
"1","AK","1960",59303,54633,92,4670,8
"2","AK","1961",70020,64860,93,5160,7
"3","AK","1962",76642,71359,93,5283,7
"4","AK","1963",78488,72995,93,5493,7
"5","AK","1964",82793,76965,93,5828,7
"6","AK","1965",85319,79262,93,6057,7
"7","AK","1966",100481,94367,94,6114,6
"8","AK","1967",112625,106715,95,5910,5
"9","AK","1968",119992,114046,95,5946,5
"10","AK","1969",154232,148176,96,6056,4
"11","AK","1970",179470,173203,97,6267,3
"12","AK","1971",198395,191869,97,6526,3
"13","AK","1972",211964,205703,97,6261,3
"14","AK","1973",194968,189121,97,5847,3
"15","AK","1974",199194,193159,97,6035,3
"16","AK","1975",229676,223564,97,6112,3
"17","AK","1976",251979,245447,97,6532,3
"18","AK","1977",289893,282040,97,7853,3
"19","AK","1978",320731,313201,98,7530,2
"20","AK","1979",296592,289042,97,7550,3
"21","AK","1980",291985,287423,98,4562,2
"22","AK","1981",275504,270444,98,5060,2
"23","AK","1982",405103,400312,99,4791,1
"24","AK","1983",433409,428036,99,5373,1
"25","AK","1984",478019,471737,99,6282,1
"26","AK","1985",469166,462646,99,6520,1
"27","AK","1986",498563,493544,99,5019,1
"28","AK","1987",493105,487208,99,5897,1
"29","AK","1988",514932,508637,99,6295,1
"30","AK","1989",570067,557850,98,12217,2
"31","AK","1990",577270,565725,98,11545,2
"32","AK","1991",596366,585303,98,11063,2
"33","AK","1992",620875,608937,98,11938,2
"34","AK","1993",614626,603062,98,11564,2
"35","AK","1994",613753,599452,98,14301,2
"36","AK","1995",694594,680919,98,13675,2
"37","AK","1996",709979,696834,98,13145,2
"38","AK","1997",701267,693158,99,8109,1
"39","AK","1998",715652,709568,99,6084,1
"40","AK","1999",719766,714726,99,5040,1
"41","AK","2000",735260,729686,99,5574,1
"42","AK","2001",726418,718299,99,8119,1
"43","AK","2002",723166,714640,99,8526,1
"44","AK","2003",722838,713864,99,8974,1
"45","AK","2004",765107,756143,99,8964,1
"46","AK","2005",788012,781792,99,6220,1
"47","AK","2006",738306,732976,99,5330,1
"48","AK","2007",714615,708941,99,5674,1
"49","AK","2008",642737,637374,99,5363,1
"50","AK","2009",631141,623903,99,7238,1
"51","AK","2010",629323,621530,99,7793,1
"52","AK","2011",631768,624245,99,7523,1
"53","AK","2012",620717,612763,99,7954,1
"54","AK","2013",587689,578749,98,8940,2
"55","AK","2014",585727,574204,98,11523,2
"56","AK","2015",603471,589945,98,13526,2
"57","AK","2016",582349,567978,98,14371,2
"58","AK","2017",590557,577421,98,13136,2
"59","AK","2018",593777,580083,98,13694,2
"60","AK","2019",595801,582849,98,12952,2
"61","AK","2020",626207,616450,98,9757,2
"62","AK","2021",684975,675378,99,9597,1
"63","AK","2022",730277,719867,99,10410,1
"64","AK","2023",746978,736891,99,10087,1
"65","AL","1960",842283,775316,92,66967,8
"66","AL","1961",806682,737492,91,69190,9
"67","AL","1962",853424,781740,92,71684,8
"68","AL","1963",885811,818264,92,67547,8
"69","AL","1964",949411,873180,92,76231,8
"70","AL","1965",1011125,939249,93,71876,7
"71","AL","1966",1055347,982613,93,72734,7
"72","AL","1967",1100904,1020673,93,80231,7
"73","AL","1968",1208038,1129932,94,78106,6
"74","AL","1969",1298562,1219575,94,78987,6
"75","AL","1970",1349405,1270985,94,78420,6
"76","AL","1971",1338719,1250748,93,87971,7
"77","AL","1972",1430589,1336938,93,93651,7
"78","AL","1973",1479232,1379876,93,99356,7
"79","AL","1974",1493276,1399435,94,93841,6
"80","AL","1975",1465789,1366505,93,99284,7
"81","AL","1976",1503723,1408569,94,95154,6
"82","AL","1977",1584720,1482686,94,102034,6
"83","AL","1978",1589735,1496244,94,93491,6
"84","AL","1979",1600732,1492367,93,108365,7
"85","AL","1980",1597446,1424312,89,173134,11
"86","AL","1981",1560204,1389361,89,170843,11
"87","AL","1982",1450995,1261016,87,189979,13
"88","AL","1983",1395242,1192425,85,202817,15
"89","AL","1984",1493906,1281666,86,212240,14
"90","AL","1985",1475311,1275120,86,200191,14
"91","AL","1986",1458334,1279484,88,178850,12
"92","AL","1987",1541794,1360642,88,181152,12
"93","AL","1988",1616129,1436740,89,179389,11
"94","AL","1989",1638956,1426938,87,212018,13
"95","AL","1990",1599432,1418607,89,180825,11
"96","AL","1991",1618216,1436576,89,181640,11
"97","AL","1992",1691870,1505373,89,186497,11
"98","AL","1993",1744734,1537529,88,207205,12
"99","AL","1994",1822330,1567235,86,255095,14
"100","AL","1995",1907458,1650902,87,256556,13
"101","AL","1996",1935016,1688071,87,246945,13
"102","AL","1997",1903449,1681781,88,221668,12
"103","AL","1998",1946380,1700713,87,245667,13
"104","AL","1999",2002228,1764870,88,237358,12
"105","AL","2000",2065056,1841249,89,223807,11
"106","AL","2001",1859587,1664579,90,195008,10
"107","AL","2002",1920029,1726083,90,193946,10
"108","AL","2003",1897040,1697326,89,199714,11
"109","AL","2004",2017765,1794658,89,223107,11
"110","AL","2005",2018912,1805744,89,213168,11
"111","AL","2006",2050932,1831170,89,219762,11
"112","AL","2007",2067485,1864738,90,202747,10
"113","AL","2008",1976589,1778241,90,198348,10
"114","AL","2009",1749863,1555023,89,194840,11
"115","AL","2010",1906324,1695389,89,210935,11
"116","AL","2011",1882660,1658640,88,224020,12
"117","AL","2012",1863224,1643085,88,220139,12
"118","AL","2013",1882183,1625135,86,257048,14
"119","AL","2014",1930039,1693896,88,236143,12
"120","AL","2015",1880980,1655592,88,225388,12
"121","AL","2016",1895651,1678131,89,217520,11
"122","AL","2017",1867860,1637973,88,229887,12
"123","AL","2018",1912733,1678764,88,233969,12
"124","AL","2019",1883685,1651567,88,232118,12
"125","AL","2020",1795668,1560130,87,235538,13
"126","AL","2021",1927858,1688041,88,239817,12
"127","AL","2022",1904247,1672212,88,232035,12
"128","AL","2023",1860171,1637982,88,222189,12
"129","AR","1960",417153,376336,90,40817,10
"130","AR","1961",423192,382143,90,41049,10
"131","AR","1962",446994,406935,91,40059,9
"132","AR","1963",474761,436350,92,38411,8
"133","AR","1964",515874,477099,92,38775,8
"134","AR","1965",515759,476940,92,38819,8
"135","AR","1966",553146,512562,93,40584,7
"136","AR","1967",581814,544314,94,37500,6
"137","AR","1968",620382,576389,93,43993,7
"138","AR","1969",664066,619532,93,44534,7
"139","AR","1970",691896,650261,94,41635,6
"140","AR","1971",682389,641553,94,40836,6
"141","AR","1972",725860,683394,94,42466,6
"142","AR","1973",801202,749144,94,52058,6
"143","AR","1974",777116,725804,93,51312,7
"144","AR","1975",763584,716002,94,47582,6
"145","AR","1976",818585,770361,94,48224,6
"146","AR","1977",867684,810513,93,57171,7
"147","AR","1978",863565,803302,93,60263,7
"148","AR","1979",849130,791782,93,57348,7
"149","AR","1980",834372,776199,93,58173,7
"150","AR","1981",801407,741857,93,59550,7
"151","AR","1982",768781,705961,92,62820,8
"152","AR","1983",770586,698736,91,71850,9
"153","AR","1984",774080,701572,91,72508,9
"154","AR","1985",768517,690460,90,78057,10
"155","AR","1986",739016,667572,90,71444,10
"156","AR","1987",718177,648356,90,69821,10
"157","AR","1988",801908,728613,91,73295,9
"158","AR","1989",863033,764926,89,98107,11
"159","AR","1990",829674,744715,90,84959,10
"160","AR","1991",818074,732845,90,85229,10
"161","AR","1992",847533,758125,89,89408,11
"162","AR","1993",912973,810270,89,102703,11
"163","AR","1994",951014,855311,90,95703,10
"164","AR","1995",1002777,907473,90,95304,10
"165","AR","1996",1025669,927028,90,98641,10
"166","AR","1997",1039783,939649,90,100134,10
"167","AR","1998",1061551,967771,91,93780,9
"168","AR","1999",1083254,990791,91,92463,9
"169","AR","2000",1124742,1032202,92,92540,8
"170","AR","2001",1078834,1002449,93,76385,7
"171","AR","2002",1095219,1009798,92,85421,8
"172","AR","2003",1083763,993652,92,90111,8
"173","AR","2004",1069229,980322,92,88907,8
"174","AR","2005",1094815,1002389,92,92426,8
"175","AR","2006",1103064,1012544,92,90520,8
"176","AR","2007",1108782,1007996,91,100786,9
"177","AR","2008",1082215,985957,91,96258,9
"178","AR","2009",1019337,915096,90,104241,10
"179","AR","2010",1108861,993487,90,115374,10
"180","AR","2011",1114972,998586,90,116386,10
"181","AR","2012",1064636,953091,90,111545,10
"182","AR","2013",1092194,977096,89,115098,11
"183","AR","2014",1108392,993265,90,115127,10
"184","AR","2015",1043382,935957,90,107425,10
"185","AR","2016",1036535,930664,90,105871,10
"186","AR","2017",1043618,939777,90,103841,10
"187","AR","2018",1102555,997548,90,105007,10
"188","AR","2019",1077563,970831,90,106732,10
"189","AR","2020",1012312,920923,91,91389,9
"190","AR","2021",1057206,967492,92,89714,8
"191","AR","2022",1058036,967211,91,90825,9
"192","AR","2023",1049897,962620,92,87277,8
"193","AZ","1960",273431,259217,95,14214,5
"194","AZ","1961",294660,280813,95,13847,5
"195","AZ","1962",313581,299936,96,13645,4
"196","AZ","1963",337213,323149,96,14064,4
"197","AZ","1964",357961,344029,96,13932,4
"198","AZ","1965",362858,344017,95,18841,5
"199","AZ","1966",390820,369325,95,21495,5
"200","AZ","1967",400280,379013,95,21267,5
"201","AZ","1968",442172,418563,95,23609,5
"202","AZ","1969",481370,456258,95,25112,5
"203","AZ","1970",502886,477549,95,25337,5
"204","AZ","1971",534558,507364,95,27194,5
"205","AZ","1972",595492,567564,95,27928,5
"206","AZ","1973",648638,619506,96,29132,4
"207","AZ","1974",650824,620791,95,30033,5
"208","AZ","1975",634126,603962,95,30164,5
"209","AZ","1976",667849,636175,95,31674,5
"210","AZ","1977",720003,690655,96,29348,4
"211","AZ","1978",724401,693318,96,31083,4
"212","AZ","1979",761540,728491,96,33049,4
"213","AZ","1980",729272,677878,93,51394,7
"214","AZ","1981",762578,717897,94,44681,6
"215","AZ","1982",717832,672262,94,45570,6
"216","AZ","1983",726638,653580,90,73058,10
"217","AZ","1984",772368,693731,90,78637,10
"218","AZ","1985",813921,740639,91,73282,9
"219","AZ","1986",822415,749031,91,73384,9
"220","AZ","1987",838472,786372,94,52100,6
"221","AZ","1988",881963,837032,95,44931,5
"222","AZ","1989",912149,865948,95,46201,5
"223","AZ","1990",912983,870081,95,42902,5
"224","AZ","1991",923446,881984,96,41462,4
"225","AZ","1992",954555,912911,96,41644,4
"226","AZ","1993",968200,927450,96,40750,4
"227","AZ","1994",1020281,976899,96,43382,4
"228","AZ","1995",1051644,1002634,95,49010,5
"229","AZ","1996",1112722,1062482,95,50240,5
"230","AZ","1997",1125743,1064184,95,61559,5
"231","AZ","1998",1185968,1132289,95,53679,5
"232","AZ","1999",1235022,1185379,96,49643,4
"233","AZ","2000",1289942,1244437,96,45505,4
"234","AZ","2001",1302269,1262514,97,39755,3
"235","AZ","2002",1298175,1260368,97,37807,3
"236","AZ","2003",1319572,1282888,97,36684,3
"237","AZ","2004",1372363,1336001,97,36362,3
"238","AZ","2005",1411695,1361810,96,49885,4
"239","AZ","2006",1457800,1406575,96,51225,4
"240","AZ","2007",1466903,1412312,96,54591,4
"241","AZ","2008",1433406,1368820,95,64586,5
"242","AZ","2009",1351254,1296636,96,54618,4
"243","AZ","2010",1404430,1347690,96,56740,4
"244","AZ","2011",1430525,1364423,95,66102,5
"245","AZ","2012",1405648,1344689,96,60959,4
"246","AZ","2013",1422635,1360310,96,62325,4
"247","AZ","2014",1424922,1352517,95,72405,5
"248","AZ","2015",1443936,1364416,94,79520,6
"249","AZ","2016",1465473,1381843,94,83630,6
"250","AZ","2017",1465780,1377485,94,88295,6
"251","AZ","2018",1477247,1384457,94,92790,6
"252","AZ","2019",1495891,1403396,94,92495,6
"253","AZ","2020",1439270,1348457,94,90813,6
"254","AZ","2021",1482635,1383369,93,99266,7
"255","AZ","2022",1512022,1410807,93,101215,7
"256","AZ","2023",1526567,1418122,93,108445,7
"257","CA","1960",3360697,3218964,96,141733,4
"258","CA","1961",3513822,3377559,96,136263,4
"259","CA","1962",3623382,3458230,95,165152,5
"260","CA","1963",3825677,3645643,95,180034,5
"261","CA","1964",4112125,3937595,96,174530,4
"262","CA","1965",4267121,4064845,95,202276,5
"263","CA","1966",4525141,4334310,96,190831,4
"264","CA","1967",4703411,4480083,95,223328,5
"265","CA","1968",4979463,4774983,96,204480,4
"266","CA","1969",5206803,4950548,95,256255,5
"267","CA","1970",5349033,5100468,95,248565,5
"268","CA","1971",5585821,5331602,95,254219,5
"269","CA","1972",5709669,5468717,96,240952,4
"270","CA","1973",5890331,5621273,95,269058,5
"271","CA","1974",5651469,5349985,95,301484,5
"272","CA","1975",5852102,5576706,95,275396,5
"273","CA","1976",6017642,5781409,96,236233,4
"274","CA","1977",6232973,6020142,97,212831,3
"275","CA","1978",6313568,6016201,95,297367,5
"276","CA","1979",6565989,6268613,95,297376,5
"277","CA","1980",6383232,6111173,96,272059,4
"278","CA","1981",6183021,5928973,96,254048,4
"279","CA","1982",5899763,5584754,95,315009,5
"280","CA","1983",5907152,5543682,94,363470,6
"281","CA","1984",6351329,6011923,95,339406,5
"282","CA","1985",6439167,6132357,95,306810,5
"283","CA","1986",6335080,6029825,95,305255,5
"284","CA","1987",6795178,6517152,96,278026,4
"285","CA","1988",7018321,6734602,96,283719,4
"286","CA","1989",7265036,6851529,94,413507,6
"287","CA","1990",7120826,6737713,95,383113,5
"288","CA","1991",7011231,6635190,95,376041,5
"289","CA","1992",7020561,6643053,95,377508,5
"290","CA","1993",6715658,6299654,94,416004,6
"291","CA","1994",6974865,6619093,95,355772,5
"292","CA","1995",6837236,6418187,94,419049,6
"293","CA","1996",6926290,6522178,94,404112,6
"294","CA","1997",7063176,6686702,95,376474,5
"295","CA","1998",7331105,6938774,95,392331,5
"296","CA","1999",7365674,6993542,95,372132,5
"297","CA","2000",7504612,7134546,95,370066,5
"298","CA","2001",7610078,7284612,96,325466,4
"299","CA","2002",7595049,7239678,95,355371,5
"300","CA","2003",7454129,7047478,95,406651,5
"301","CA","2004",7835668,7412105,95,423563,5
"302","CA","2005",7741970,7302630,94,439340,6
"303","CA","2006",7785762,7321614,94,464148,6
"304","CA","2007",7923319,7519791,95,403528,5
"305","CA","2008",7748640,7350706,95,397934,5
"306","CA","2009",7429624,7009741,94,419883,6
"307","CA","2010",7269474,6776516,93,492958,7
"308","CA","2011",7186089,6644859,92,541230,8
"309","CA","2012",7072294,6576652,93,495642,7
"310","CA","2013",7141028,6587001,92,554027,8
"311","CA","2014",7053028,6492393,92,560635,8
"312","CA","2015",7136949,6572765,92,564184,8
"313","CA","2016",7136403,6491262,91,645141,9
"314","CA","2017",7145251,6420306,90,724945,10
"315","CA","2018",7292387,6601595,91,690792,9
"316","CA","2019",7231426,6442634,89,788792,11
"317","CA","2020",6432232,5693647,89,738585,11
"318","CA","2021",6778725,5968705,88,810020,12
"319","CA","2022",6855767,5974772,87,880995,13
"320","CA","2023",6816746,5751567,84,1065179,16
"321","CO","1960",417013,407225,98,9788,2
"322","CO","1961",453816,444401,98,9415,2
"323","CO","1962",459822,449936,98,9886,2
"324","CO","1963",457373,447274,98,10099,2
"325","CO","1964",488833,478413,98,10420,2
"326","CO","1965",498729,488961,98,9768,2
"327","CO","1966",521816,511428,98,10388,2
"328","CO","1967",543833,533442,98,10391,2
"329","CO","1968",611043,600389,98,10654,2
"330","CO","1969",635561,624363,98,11198,2
"331","CO","1970",663966,651387,98,12579,2
"332","CO","1971",676838,662515,98,14323,2
"333","CO","1972",740855,726581,98,14274,2
"334","CO","1973",786248,771566,98,14682,2
"335","CO","1974",768388,754127,98,14261,2
"336","CO","1975",765161,750971,98,14190,2
"337","CO","1976",800732,786062,98,14670,2
"338","CO","1977",820659,804530,98,16129,2
"339","CO","1978",831741,811685,98,20056,2
"340","CO","1979",836818,814834,97,21984,3
"341","CO","1980",818498,801892,98,16606,2
"342","CO","1981",795488,776585,98,18903,2
"343","CO","1982",807902,787478,97,20424,3
"344","CO","1983",804336,781780,97,22556,3
"345","CO","1984",841649,817059,97,24590,3
"346","CO","1985",846243,819618,97,26625,3
"347","CO","1986",835101,806729,97,28372,3
"348","CO","1987",845282,825592,98,19690,2
"349","CO","1988",881005,860420,98,20585,2
"350","CO","1989",892223,873653,98,18570,2
"351","CO","1990",933527,916348,98,17179,2
"352","CO","1991",980904,960892,98,20012,2
"353","CO","1992",984390,965793,98,18597,2
"354","CO","1993",1048764,1028316,98,20448,2
"355","CO","1994",1053680,1035055,98,18625,2
"356","CO","1995",1075533,1053710,98,21823,2
"357","CO","1996",1125733,1102547,98,23186,2
"358","CO","1997",1119835,1095142,98,24693,2
"359","CO","1998",1172701,1151223,98,21478,2
"360","CO","1999",1191909,1170166,98,21743,2
"361","CO","2000",1257656,1235537,98,22119,2
"362","CO","2001",1358653,1338870,99,19783,1
"363","CO","2002",1358529,1340607,99,17922,1
"364","CO","2003",1360444,1341119,99,19325,1
"365","CO","2004",1388345,1368601,99,19744,1
"366","CO","2005",1419633,1398527,99,21106,1
"367","CO","2006",1432297,1407375,98,24922,2
"368","CO","2007",1463502,1432496,98,31006,2
"369","CO","2008",1451814,1408725,97,43089,3
"370","CO","2009",1430787,1385108,97,45679,3
"371","CO","2010",1480944,1431490,97,49454,3
"372","CO","2011",1426494,1366284,96,60210,4
"373","CO","2012",1394248,1333706,96,60542,4
"374","CO","2013",1420259,1352068,95,68191,5
"375","CO","2014",1431962,1360235,95,71727,5
"376","CO","2015",1439256,1363196,95,76060,5
"377","CO","2016",1394462,1307469,94,86993,6
"378","CO","2017",1398847,1310649,94,88198,6
"379","CO","2018",1447460,1356896,94,90564,6
"380","CO","2019",1484292,1386205,93,98087,7
"381","CO","2020",1346989,1251647,93,95342,7
"382","CO","2021",1386460,1282505,93,103955,7
"383","CO","2022",1427520,1312603,92,114917,8
"384","CO","2023",1368260,1253199,92,115061,8
"385","CT","1960",496298,482009,97,14289,3
"386","CT","1961",505953,491532,97,14421,3
"387","CT","1962",523254,509424,97,13830,3
"388","CT","1963",532247,517960,97,14287,3
"389","CT","1964",549692,534887,97,14805,3
"390","CT","1965",554317,540137,97,14180,3
"391","CT","1966",593831,579357,98,14474,2
"392","CT","1967",606150,590842,97,15308,3
"393","CT","1968",630827,614673,97,16154,3
"394","CT","1969",647335,630623,97,16712,3
"395","CT","1970",673492,656532,97,16960,3
"396","CT","1971",660770,643327,97,17443,3
"397","CT","1972",695699,676736,97,18963,3
"398","CT","1973",721282,702531,97,18751,3
"399","CT","1974",690428,670929,97,19499,3
"400","CT","1975",666939,648153,97,18786,3
"401","CT","1976",721053,699859,97,21194,3
"402","CT","1977",731889,710811,97,21078,3
"403","CT","1978",748555,724661,97,23894,3
"404","CT","1979",735534,709377,96,26157,4
"405","CT","1980",708289,666327,94,41962,6
"406","CT","1981",676092,634964,94,41128,6
"407","CT","1982",673204,634335,94,38869,6
"408","CT","1983",662588,617076,93,45512,7
"409","CT","1984",691613,653154,94,38459,6
"410","CT","1985",702339,663808,95,38531,5
"411","CT","1986",717725,684800,95,32925,5
"412","CT","1987",744352,715950,96,28402,4
"413","CT","1988",778584,746459,96,32125,4
"414","CT","1989",790516,757574,96,32942,4
"415","CT","1990",772489,741766,96,30723,4
"416","CT","1991",772348,740384,96,31964,4
"417","CT","1992",807110,770657,95,36453,5
"418","CT","1993",793436,756619,95,36817,5
"419","CT","1994",796851,759350,95,37501,5
"420","CT","1995",779891,736176,94,43715,6
"421","CT","1996",807830,755834,94,51996,6
"422","CT","1997",796695,748730,94,47965,6
"423","CT","1998",783855,737428,94,46427,6
"424","CT","1999",829664,782948,94,46716,6
"425","CT","2000",841087,793749,94,47338,6
"426","CT","2001",826501,798562,97,27939,3
"427","CT","2002",811464,785114,97,26350,3
"428","CT","2003",888123,858937,97,29186,3
"429","CT","2004",903011,863094,96,39917,4
"430","CT","2005",871777,845725,97,26052,3
"431","CT","2006",816420,784170,96,32250,4
"432","CT","2007",838749,804812,96,33937,4
"433","CT","2008",770340,737437,96,32903,4
"434","CT","2009",763039,724629,95,38410,5
"435","CT","2010",767391,726423,95,40968,5
"436","CT","2011",740235,700295,95,39940,5
"437","CT","2012",726431,689187,95,37244,5
"438","CT","2013",744609,704752,95,39857,5
"439","CT","2014",748682,706885,94,41797,6
"440","CT","2015",754318,711156,94,43162,6
"441","CT","2016",721597,674351,93,47246,7
"442","CT","2017",724034,679413,94,44621,6
"443","CT","2018",750341,703542,94,46799,6
"444","CT","2019",729892,683642,94,46250,6
"445","CT","2020",664819,618294,93,46525,7
"446","CT","2021",698947,649641,93,49306,7
"447","CT","2022",717542,668458,93,49084,7
"448","CT","2023",688978,639997,93,48981,7
"449","DC","1960",115737,115604,100,133,0
"450","DC","1961",113840,113716,100,124,0
"451","DC","1962",115913,115788,100,125,0
"452","DC","1963",116637,116518,100,119,0
"453","DC","1964",127494,127390,100,104,0
"454","DC","1965",153758,153660,100,98,0
"455","DC","1966",164156,164061,100,95,0
"456","DC","1967",176165,176069,100,96,0
"457","DC","1968",175877,175767,100,110,0
"458","DC","1969",188885,188779,100,106,0
"459","DC","1970",199069,198961,100,108,0
"460","DC","1971",192227,192118,100,109,0
"461","DC","1972",181958,181849,100,109,0
"462","DC","1973",186586,186478,100,108,0
"463","DC","1974",164342,164217,100,125,0
"464","DC","1975",156103,155978,100,125,0
"465","DC","1976",157938,157796,100,142,0
"466","DC","1977",158285,158127,100,158,0
"467","DC","1978",153934,153741,100,193,0
"468","DC","1979",146139,145929,100,210,0
"469","DC","1980",146689,143840,98,2849,2
"470","DC","1981",143116,140804,98,2312,2
"471","DC","1982",156109,152455,98,3654,2
"472","DC","1983",154037,151473,98,2564,2
"473","DC","1984",158980,155754,98,3226,2
"474","DC","1985",158697,155370,98,3327,2
"475","DC","1986",167001,163952,98,3049,2
"476","DC","1987",167535,165306,99,2229,1
"477","DC","1988",169107,166725,99,2382,1
"478","DC","1989",173198,170684,99,2514,1
"479","DC","1990",180636,179353,99,1283,1
"480","DC","1991",186181,184834,99,1347,1
"481","DC","1992",187410,185999,99,1411,1
"482","DC","1993",194596,192651,99,1945,1
"483","DC","1994",189663,187815,99,1848,1
"484","DC","1995",191627,189777,99,1850,1
"485","DC","1996",183930,182008,99,1922,1
"486","DC","1997",180824,179447,99,1377,1
"487","DC","1998",182578,181357,99,1221,1
"488","DC","1999",185034,183776,99,1258,1
"489","DC","2000",194839,193486,99,1353,1
"490","DC","2001",190410,189545,100,865,0
"491","DC","2002",191595,190715,100,880,0
"492","DC","2003",188466,187542,100,924,0
"493","DC","2004",196183,195241,100,942,0
"494","DC","2005",196028,195765,100,263,0
"495","DC","2006",181712,181094,100,618,0
"496","DC","2007",189393,188650,100,743,0
"497","DC","2008",178021,177460,100,561,0
"498","DC","2009",180615,179999,100,616,0
"499","DC","2010",184241,183163,99,1078,1
"500","DC","2011",174692,173492,99,1200,1
"501","DC","2012",163794,162830,99,964,1
"502","DC","2013",166316,165283,99,1033,1
"503","DC","2014",170057,168908,99,1149,1
"504","DC","2015",169442,167798,99,1644,1
"505","DC","2016",163726,161706,99,2020,1
"506","DC","2017",155197,153238,99,1959,1
"507","DC","2018",162007,159750,99,2257,1
"508","DC","2019",157329,154814,98,2515,2
"509","DC","2020",132167,129822,98,2345,2
"510","DC","2021",139881,137394,98,2487,2
"511","DC","2022",141151,138529,98,2622,2
"512","DC","2023",135231,132436,98,2795,2
"513","DE","1960",153726,148744,97,4982,3
"514","DE","1961",147678,142577,97,5101,3
"515","DE","1962",158977,153843,97,5134,3
"516","DE","1963",169737,164381,97,5356,3
"517","DE","1964",169803,164293,97,5510,3
"518","DE","1965",180486,174909,97,5577,3
"519","DE","1966",188475,182623,97,5852,3
"520","DE","1967",182891,177108,97,5783,3
"521","DE","1968",201693,195101,97,6592,3
"522","DE","1969",213604,206531,97,7073,3
"523","DE","1970",213921,206900,97,7021,3
"524","DE","1971",216325,208652,96,7673,4
"525","DE","1972",226448,218258,96,8190,4
"526","DE","1973",240308,231825,96,8483,4
"527","DE","1974",222261,213795,96,8466,4
"528","DE","1975",212526,204625,96,7901,4
"529","DE","1976",223383,213776,96,9607,4
"530","DE","1977",223234,213073,95,10161,5
"531","DE","1978",220704,210037,95,10667,5
"532","DE","1979",239047,230318,96,8729,4
"533","DE","1980",236880,234408,99,2472,1
"534","DE","1981",190684,188678,99,2006,1
"535","DE","1982",181170,178000,98,3170,2
"536","DE","1983",191692,189468,99,2224,1
"537","DE","1984",214173,211246,99,2927,1
"538","DE","1985",209389,206370,99,3019,1
"539","DE","1986",210957,208192,99,2765,1
"540","DE","1987",222263,220101,99,2162,1
"541","DE","1988",229414,227104,99,2310,1
"542","DE","1989",235488,232973,99,2515,1
"543","DE","1990",251171,249519,99,1652,1
"544","DE","1991",254456,252723,99,1733,1
"545","DE","1992",260364,258581,99,1783,1
"546","DE","1993",265800,263308,99,2492,1
"547","DE","1994",261025,258604,99,2421,1
"548","DE","1995",262221,259746,99,2475,1
"549","DE","1996",271563,268922,99,2641,1
"550","DE","1997",271024,268822,99,2202,1
"551","DE","1998",271046,269111,99,1935,1
"552","DE","1999",283315,281316,99,1999,1
"553","DE","2000",303879,301591,99,2288,1
"554","DE","2001",290543,289219,100,1324,0
"555","DE","2002",304848,303534,100,1314,0
"556","DE","2003",300832,299432,100,1400,0
"557","DE","2004",287001,285565,99,1436,1
"558","DE","2005",297787,295896,99,1891,1
"559","DE","2006",285714,282076,99,3638,1
"560","DE","2007",291538,286541,98,4997,2
"561","DE","2008",288650,282844,98,5806,2
"562","DE","2009",255701,249057,97,6644,3
"563","DE","2010",263028,255318,97,7710,3
"564","DE","2011",281046,273341,97,7705,3
"565","DE","2012",279916,273060,98,6856,2
"566","DE","2013",276655,269594,97,7061,3
"567","DE","2014",276390,269023,97,7367,3
"568","DE","2015",280223,273237,98,6986,2
"569","DE","2016",276692,269787,98,6905,2
"570","DE","2017",274259,267191,97,7068,3
"571","DE","2018",292745,285536,98,7209,2
"572","DE","2019",291587,283934,97,7653,3
"573","DE","2020",263799,257006,97,6793,3
"574","DE","2021",281104,273954,97,7150,3
"575","DE","2022",275185,267783,97,7402,3
"576","DE","2023",268494,260453,97,8041,3
"577","FL","1960",783376,749738,96,33638,4
"578","FL","1961",820633,788123,96,32510,4
"579","FL","1962",917001,882870,96,34131,4
"580","FL","1963",962029,925288,96,36741,4
"581","FL","1964",1013935,976963,96,36972,4
"582","FL","1965",1071226,1033410,96,37816,4
"583","FL","1966",1138189,1097460,96,40729,4
"584","FL","1967",1174126,1131583,96,42543,4
"585","FL","1968",1297961,1250093,96,47868,4
"586","FL","1969",1393446,1343884,96,49562,4
"587","FL","1970",1513915,1464946,97,48969,3
"588","FL","1971",1603057,1554876,97,48181,3
"589","FL","1972",1730274,1677544,97,52730,3
"590","FL","1973",1917545,1862927,97,54618,3
"591","FL","1974",1842485,1791823,97,50662,3
"592","FL","1975",1853431,1805063,97,48368,3
"593","FL","1976",1982044,1927341,97,54703,3
"594","FL","1977",2153266,2095020,97,58246,3
"595","FL","1978",2244444,2180671,97,63773,3
"596","FL","1979",2339943,2272195,97,67748,3
"597","FL","1980",2426745,2338194,96,88551,4
"598","FL","1981",2400474,2318043,97,82431,3
"599","FL","1982",2303770,2200085,95,103685,5
"600","FL","1983",2349196,2256175,96,93021,4
"601","FL","1984",2446324,2335124,95,111200,5
"602","FL","1985",2601036,2488264,96,112772,4
"603","FL","1986",2677412,2560034,96,117378,4
"604","FL","1987",2779486,2672220,96,107266,4
"605","FL","1988",2960574,2847575,96,112999,4
"606","FL","1989",3143302,2911903,93,231399,7
"607","FL","1990",3275218,3076818,94,198400,6
"608","FL","1991",3236549,3024651,93,211898,7
"609","FL","1992",3306983,3077042,93,229941,7
"610","FL","1993",3338698,3122671,94,216027,6
