"","State","Year","Political_Party","New_Policies","Total_Energy","NonRenewable_Energy","NonRenewable_Percent","Renewable_Energy","Renewable_Percent"
"877","SD",2015,"Republican",0,344341,249795,73,94546,27
"878","SD",2016,"Republican",0,337367,238055,71,99312,29
"879","SD",2017,"Republican",0,344438,243803,71,100635,29
"880","SD",2018,"Republican",0,353944,247622,70,106322,30
"881","SD",2019,"Republican",0,351091,240598,69,110493,31
"882","SD",2020,"Republican",0,338987,229365,68,109622,32
"883","SD",2021,"Republican",1,348360,220978,63,127382,37
"884","SD",2022,"Republican",0,353862,223884,63,129978,37
"885","SD",2023,"Republican",1,347163,220623,64,126540,36
"886","TN",2000,"Republican",1,2150751,2073675,96,77076,4
"887","TN",2001,"Republican",0,2158909,2068126,96,90783,4
"888","TN",2002,"Republican",0,2174381,2079913,96,94468,4
"889","TN",2003,"Democrat (2nd Gov. mid-year)",0,2165119,2061495,95,103624,5
"890","TN",2004,"Democrat",0,2208080,2096946,95,111134,5
"891","TN",2005,"Democrat",0,2272899,2160182,95,112717,5
"892","TN",2006,"Democrat",4,2273635,2172782,96,100853,4
"893","TN",2007,"Democrat",0,2303132,2208602,96,94530,4
"894","TN",2008,"Democrat",1,2235386,2122145,95,113241,5
"895","TN",2009,"Democrat",1,2010131,1882976,94,127155,6
"896","TN",2010,"Democrat",2,2184446,2059500,94,124946,6
"897","TN",2011,"Republican (2nd Gov. mid-year)",1,2115408,1985161,94,130247,6
"898","TN",2012,"Republican",1,2010247,1880406,94,129841,6
"899","TN",2013,"Republican",0,2041771,1892263,93,149508,7
"900","TN",2014,"Republican",0,2127364,1987675,93,139689,7
"901","TN",2015,"Republican",1,2098448,1958807,93,139641,7
"902","TN",2016,"Republican",0,2140236,2009397,94,130839,6
"903","TN",2017,"Republican",0,2068053,1936034,94,132019,6
"904","TN",2018,"Republican",0,2143282,2003818,93,139464,7
"905","TN",2019,"Republican",0,2093393,1959171,94,134222,6
"906","TX",2000,"Republican",4,12133169,12040653,99,92516,1
"907","TX",2001,"Republican",1,11927025,11841392,99,85633,1
"908","TX",2002,"Republican",1,12216726,12118637,99,98089,1
"909","TX",2003,"Republican",1,12006763,11912447,99,94316,1
"910","TX",2004,"Republican",1,12047529,11953349,99,94180,1
"911","TX",2005,"Republican",1,11505194,11401685,99,103509,1
"912","TX",2006,"Republican",18,11632230,11486423,99,145807,1
"913","TX",2007,"Republican",12,11711410,11529856,98,181554,2
"914","TX",2008,"Republican",7,11153070,10913233,98,239837,2
"915","TX",2009,"Republican",15,10745559,10526311,98,219248,2
"916","TX",2010,"Republican",2,11418060,11134605,98,283455,2
"917","TX",2011,"Republican",11,11623121,11294781,97,328340,3
"918","TX",2012,"Republican",4,11650027,11320590,97,329437,3
"919","TX",2013,"Republican",1,12388867,12034811,97,354056,3
"920","TX",2014,"Republican",7,12355966,11972389,97,383577,3
"921","TX",2015,"Republican",3,12469454,12075397,97,394057,3
"922","UT",2000,"Republican",4,740298,729993,99,10305,1
"923","UT",2001,"Republican",0,710796,703244,99,7552,1
"924","UT",2002,"Republican",1,690668,684004,99,6664,1
"925","UT",2003,"Republican",1,701636,695277,99,6359,1
"926","UT",2004,"Republican",1,732464,726006,99,6458,1
"927","UT",2005,"Republican",0,757644,748254,99,9390,1
"928","UT",2006,"Republican",3,775083,766111,99,8972,1
"929","UT",2007,"Republican",7,778099,768408,99,9691,1
"930","UT",2008,"Republican",1,764169,752465,98,11704,2
"931","UT",2009,"Republican",2,736713,724430,98,12283,2
"932","UT",2010,"Republican",0,746590,732839,98,13751,2
"933","UT",2011,"Republican",0,780468,762644,98,17824,2
"934","UT",2012,"Republican",1,777194,760127,98,17067,2
"935","UT",2013,"Republican",2,815970,799449,98,16521,2
"936","UT",2014,"Republican",0,786800,768400,98,18400,2
"937","UT",2015,"Republican",0,789707,767328,97,22379,3
"938","UT",2016,"Republican",0,791464,762937,96,28527,4
"939","UT",2017,"Republican",0,801129,766756,96,34373,4
"940","UT",2018,"Republican",0,821269,787246,96,34023,4
"941","UT",2019,"Republican",0,833570,799031,96,34539,4
"942","UT",2020,"Republican",0,803893,769680,96,34213,4
"943","UT",2021,"Republican",3,822925,786875,96,36050,4
"944","VA",2000,"Democrat (2nd Gov. mid-year)",2,2392470,2280257,95,112213,5
"945","VA",2001,"Democrat (2nd Gov. mid-year)",1,2322159,2233494,96,88665,4
"946","VA",2002,"Democrat (2nd Gov. mid-year)",0,2345733,2269429,97,76304,3
"947","VA",2003,"Democrat",1,2414114,2315107,96,99007,4
"948","VA",2004,"Democrat",0,2540898,2433328,96,107570,4
"949","VA",2005,"Democrat",1,2616525,2493629,95,122896,5
"950","VA",2006,"Democrat",2,2555818,2430664,95,125154,5
"951","VA",2007,"Democrat",3,2616980,2488449,95,128531,5
"952","VA",2008,"Democrat",2,2514658,2379608,95,135050,5
"953","VA",2009,"Democrat",1,2396260,2260025,94,136235,6
"954","VA",2010,"Republican (2nd Gov. mid-year)",5,2498119,2363289,95,134830,5
"955","VA",2011,"Republican (2nd Gov. mid-year)",4,2378679,2248261,95,130418,5
"956","VA",2012,"Republican (2nd Gov. mid-year)",1,2319180,2189022,94,130158,6
"957","VA",2013,"Republican (2nd Gov. mid-year)",0,2390087,2243007,94,147080,6
"958","VA",2014,"Democrat (2nd Gov. mid-year)",2,2445751,2282335,93,163416,7
"959","VA",2015,"Independent (2nd Gov. mid-year)",5,2407419,2243898,93,163521,7
"960","VA",2016,"Independent (2nd Gov. mid-year)",3,2385837,2225789,93,160048,7
"961","VA",2017,"Independent (2nd Gov. mid-year)",0,2363063,2203852,93,159211,7
"962","VA",2018,"Democrat (2nd Gov. mid-year)",0,2454395,2283081,93,171314,7
"963","VA",2019,"Democrat (2nd Gov. mid-year)",0,2422690,2264663,93,158027,7
"964","VA",2020,"Democrat",3,2239523,2076466,93,163057,7
"965","VA",2021,"Democrat",3,2388988,2214373,93,174615,7
"966","VA",2022,"Democrat",3,2449868,2264230,92,185638,8
"967","VT",2000,"Democrat",3,143500,130486,91,13014,9
"968","VT",2001,"Democrat",0,144411,133273,92,11138,8
"969","VT",2002,"Democrat",1,143803,128696,89,15107,11
"970","VT",2003,"Republican (2nd Gov. mid-year)",0,146619,130384,89,16235,11
"971","VT",2004,"Republican",1,155954,141827,91,14127,9
"972","VT",2005,"Republican",1,154552,138098,89,16454,11
"973","VT",2006,"Republican",8,151182,133257,88,17925,12
"974","VT",2007,"Republican",1,151660,136857,90,14803,10
"975","VT",2008,"Republican",1,140092,120929,86,19163,14
"976","VT",2009,"Republican",5,151042,126333,84,24709,16
"977","VT",2010,"Republican",3,150027,123833,83,26194,17
"978","VT",2011,"Democrat (2nd Gov. mid-year)",0,145839,121977,84,23862,16
"979","VT",2012,"Democrat",2,126929,105784,83,21145,17
"980","VT",2013,"Democrat",0,134383,107812,80,26571,20
"981","VT",2014,"Democrat",2,137285,111212,81,26073,19
"982","VT",2015,"Democrat",1,136341,104106,76,32235,24
"983","VT",2016,"Democrat",0,130462,100759,77,29703,23
"984","VT",2017,"Democrat",0,129063,98857,77,30206,23
"985","WA",2000,"Democrat",4,1702888,1336312,78,366576,22
"986","WA",2001,"Democrat",2,1647875,1365720,83,282155,17
"987","WA",2002,"Democrat",2,1439872,1077519,75,362353,25
"988","WA",2003,"Democrat",0,1455598,1106609,76,348989,24
"989","WA",2004,"Democrat",0,1506656,1164672,77,341984,23
"990","WA",2005,"Democrat",1,1531850,1194580,78,337270,22
"991","WA",2006,"Democrat",28,1573356,1176715,75,396641,25
"992","WA",2007,"Democrat",7,1581440,1213124,77,368316,23
"993","WA",2008,"Democrat",4,1566324,1192088,76,374236,24
"994","WA",2009,"Democrat",5,1549202,1181245,76,367957,24
"995","WA",2010,"Democrat",5,1543686,1167305,76,376381,24
"996","WA",2011,"Democrat",2,1478475,1017308,69,461167,31
"997","WA",2012,"Democrat",0,1486927,1036888,70,450039,30
"998","WA",2013,"Democrat",0,1551849,1131479,73,420370,27
"999","WA",2014,"Democrat",2,1530291,1102600,72,427691,28
"1000","WA",2015,"Democrat",6,1563625,1148080,73,415545,27
"1001","WA",2016,"Democrat",4,1636229,1191338,73,444891,27
"1002","WA",2017,"Democrat",0,1635421,1185966,73,449455,27
"1003","WA",2018,"Democrat",0,1627018,1178529,72,448489,28
"1004","WA",2019,"Democrat",0,1702185,1305968,77,396217,23
"1005","WA",2020,"Democrat",0,1419318,1013069,71,406249,29
"1006","WA",2021,"Democrat",4,1525644,1131592,74,394052,26
"1007","WA",2022,"Democrat",1,1566242,1147772,73,418470,27
"1008","WA",2023,"Democrat",2,1602662,1236706,77,365956,23
"1009","WI",2000,"Republican",8,1861007,1758805,95,102202,5
"1010","WI",2001,"Republican",0,1835152,1721432,94,113720,6
"1011","WI",2002,"Republican",1,1869261,1775662,95,93599,5
"1012","WI",2003,"Democrat (2nd Gov. mid-year)",1,1849371,1744111,94,105260,6
"1013","WI",2004,"Democrat",0,1872654,1777734,95,94920,5
"1014","WI",2005,"Democrat",0,1940762,1807771,93,132991,7
"1015","WI",2006,"Democrat",11,1849964,1720864,93,129100,7
"1016","WI",2007,"Democrat",2,1884986,1753692,93,131294,7
"1017","WI",2008,"Democrat",0,1874261,1728007,92,146254,8
"1018","WI",2009,"Democrat",6,1741700,1603769,92,137931,8
"1019","WI",2010,"Democrat",2,1783684,1617943,91,165741,9
"1020","WI",2011,"Republican (2nd Gov. mid-year)",3,1767437,1602665,91,164772,9
"1021","WI",2012,"Republican",2,1710104,1551300,91,158804,9
"1022","WI",2013,"Republican",0,1804267,1637767,91,166500,9
"1023","WI",2014,"Republican",0,1852899,1682936,91,169963,9
"1024","WI",2015,"Republican",1,1784733,1608078,90,176655,10
"1025","WI",2016,"Republican",0,1765872,1591450,90,174422,10
"1026","WI",2017,"Republican",0,1782370,1609231,90,173139,10
"1027","WI",2018,"Republican",0,1861689,1682273,90,179416,10
"1028","WI",2019,"Republican",1,1812444,1635303,90,177141,10
"1029","WV",2000,"Republican",0,732445,722853,99,9592,1
"1030","WV",2001,"Democrat (2nd Gov. mid-year)",2,726547,717964,99,8583,1
"1031","WV",2002,"Democrat",0,751113,742145,99,8968,1
"1032","WV",2003,"Democrat",0,705288,694285,98,11003,2
"1033","WV",2004,"Democrat",0,728468,717457,98,11011,2
"1034","WV",2005,"Democrat",0,731143,712896,98,18247,2
"1035","WV",2006,"Democrat",1,754206,736529,98,17677,2
"1036","WV",2007,"Democrat",1,784759,766878,98,17881,2
"1037","WV",2008,"Democrat",0,770619,747416,97,23203,3
"1038","WV",2009,"Democrat",0,697144,661212,95,35932,5
"1039","WV",2010,"Democrat",1,743395,705655,95,37740,5
"1040","WV",2015,"Democrat",0,758971,730047,96,28924,4
"1041","WV",2016,"Democrat",0,752461,721857,96,30604,4
"1042","WV",2017,"Republican (2nd Gov. mid-year)",0,742075,711474,96,30601,4
"1043","WV",2018,"Republican",0,818371,784538,96,33833,4
"1044","WV",2019,"Republican",0,817732,785833,96,31899,4
"1045","WV",2020,"Republican",0,786352,760343,97,26009,3
"1046","WV",2021,"Republican",0,835873,809446,97,26427,3
"1047","WV",2022,"Republican",0,829676,801285,97,28391,3
"1048","WV",2023,"Republican",0,832806,804436,97,28370,3
"1049","WY",2000,"Republican",0,425392,418914,98,6478,2
"1050","WY",2001,"Republican",0,435687,429641,99,6046,1
"1051","WY",2002,"Republican",0,436429,431121,99,5308,1
"1052","WY",2003,"Democrat (2nd Gov. mid-year)",2,459188,453995,99,5193,1
"1053","WY",2004,"Democrat",0,448135,442086,99,6049,1
"1054","WY",2005,"Democrat",0,453595,444357,98,9238,2
"1055","WY",2006,"Democrat",1,474497,465361,98,9136,2
"1056","WY",2007,"Democrat",5,520180,510838,98,9342,2
"1057","WY",2008,"Democrat",2,533990,523107,98,10883,2
"1058","WY",2009,"Democrat",1,516461,501706,97,14755,3
"1059","WY",2010,"Democrat",0,530410,511560,96,18850,4
"1060","WY",2011,"Republican (2nd Gov. mid-year)",2,543253,518268,95,24985,5
"1061","WY",2012,"Republican",0,539195,515898,96,23297,4
"1062","WY",2013,"Republican",0,529026,505778,96,23248,4
"1063","WY",2014,"Republican",0,524393,500617,95,23776,5
"1064","WY",2015,"Republican",0,496831,471856,95,24975,5
"1065","WY",2016,"Republican",0,492957,465828,94,27129,6
"1066","WY",2017,"Republican",0,522657,494953,95,27704,5
"1067","WY",2018,"Republican",0,546375,520240,95,26135,5
"1068","WY",2019,"Republican",1,534214,506558,95,27656,5
